8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209388	0.114939	8.44818	0.251553	8.45	0.25	-3.00027	0
8.50662	0.336793	-0.0573035	1.5942	8.56759	0.241943	8.45	0.25	0	0
8.48909	0.256791	-0.103528	0.0174771	8.45582	0.253997	8.45	0.25	0	0
8.40839	0.265546	-1.85277	0.058865	8.42544	0.254042	8.35	0.25	-1.81979	0
8.287	0.252792	-2.02839	-0.0594515	8.23962	0.24916	8.25	0.25	-1.81978	0
8.05282	0.251552	-3.80915	-0.061687	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.85832	0.176072	-3.84387	-0.620513	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.67532	0.149825	-3.21585	-0.568533	7.61269	0.155818	7.7	0.15	-2.99982	0
7.52039	0.152367	-3.16203	-0.327377	7.54016	0.159641	7.55	0.15	-2.99982	0
7.43293	0.139623	-1.8945	-0.272278	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.33316	0.0489604	-1.85078	-0.848222	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.18914	0.00381469	-2.79043	-0.83359	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.04073	-0.0515031	-2.74061	-0.906005	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.89013	-0.110243	-1.69835	-1.01032	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.81027	-0.24338	-1.56324	-1.60328	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.69584	-0.335301	-2.11026	-1.70207	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.60232	-0.453125	-2.00904	-1.95876	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.56134	-0.583955	-1.02431	-2.29874	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.52516	-0.657277	-0.88894	-1.97683	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.46684	-0.807918	-0.660226	-2.40282	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.42965	-1.03113	-0.642811	-3.10264	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.33694	-1.2428	-1.90647	-3.33375	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.25891	-1.27983	-1.68906	-2.21883	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.32529	-1.52291	0.920192	-3.61625	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.38061	-1.67077	0.94445	-3.22217	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.31056	-1.87338	-1.181	-3.29109	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.26379	-1.97161	-1.08165	-2.77238	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.26378	-2.23566	0.352104	-4.25697	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.33988	-2.27937	0.829682	-2.94614	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.29769	-2.52105	-0.454808	-3.48814	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.33099	-2.57565	0.0108933	-2.45039	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.33725	-2.84835	0.367463	-3.85744	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
