1.72723e-77	1.72723e-77	1.40095	3.304e-309	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55945	-0.138501	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.80363	-0.121165	2.29664	-0.203975	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89095	-0.134171	1.86591	0.0411261	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
4.05242	-0.127305	2.53379	3.53412	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.86349	0.417044	3.10127	-1.97581	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.64754	0.416262	2.62771	-2.88031	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07735	0.592949	2.24245	3.08686	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.0379	0.613827	2.29048	3.01335	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5755	1.66707	2.77858	-0.813893	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.4975	1.66614	2.62332	-0.685573	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5921	2.3118	1.5729	1.93315	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.7032	2.35437	2.01504	2.63292	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6455	2.90318	3.85747	-1.46622	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.3852	2.87784	3.12281	-1.56353	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0106	3.70534	2.1415	3.14144	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.1022	3.72012	2.18058	2.39581	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3312	4.73217	2.26906	-0.32952	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.5294	4.78387	2.74911	0.245954	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0787	5.56963	2.35343	1.30826	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.335	5.63842	2.84381	1.41924	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6053	6.96103	1.69714	1.22492	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.7397	7.01072	2.07077	3.13111	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5863	8.08807	3.60521	-0.912118	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5228	8.08168	3.41546	-1.0041	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9417	9.87992	1.44657	4.51232	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.8665	9.87206	1.28158	5.11301	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6156	10.6992	4.1764	-3.33199	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.7685	10.7667	4.17427	-3.07284	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1405	12.0879	0.611135	5.58091	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.3779	12.181	1.13842	6.10962	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3284	13.467	4.71468	-3.39265	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.142	13.4148	4.30374	-3.52687	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7665	14.8289	0.995047	6.20608	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7414	14.8339	1.00586	6.4352	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3571	16.5528	4.17574	-2.8551	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.4576	16.5991	4.34941	-2.86928	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1542	17.2832	1.08483	4.12574	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1664	17.3006	1.37604	4.07983	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6227	19.0723	3.51001	-0.46266	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5374	19.0477	3.3272	-0.603667	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7268	19.8981	3.06704	2.26379	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.5128	19.8229	2.18064	2.30694	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0322	21.0924	2.84642	0.263918	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
55.9584	21.0707	2.73555	0.280401	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6632	21.782	2.67869	1.12997	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.6447	21.7813	2.59722	1.13877	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.8723	22.7877	1.85797	0.873918	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.9238	22.8131	2.25627	1.21341	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3821	23.407	2.65299	-0.00619813	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.5245	23.4663	2.68816	0.166421	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.3403	23.9958	2.94673	0.883676	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.066	23.902	2.16846	0.761886	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.262	24.3582	2.22037	0.15956	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4646	24.4357	2.56465	0.318263	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8275	24.8844	2.16332	0.573241	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.7743	24.8704	2.12481	0.533937	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
72.8923	24.7136	2.10403	-0.827153	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
73.0362	24.7666	2.45463	-0.763858	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
